username,full_name,follows_you,you_follow,followers,following,posts,has_profile_pic,is_verified,risk_score,risk_reasons,inactive,tag,recommended_action
jennysgardenofficial,"Jenny's Garden",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
itsgabejones,"Gabe Jones",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
davejustmakestuff,"DaveJustMakesStuff",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
kimberly_risi,"Kimberly Risi",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
shay.raggs,"Shay Raggs",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ronniegoesham,"Ronnie",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
_j.scott_,"J Scott",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
amyplantmom,"Amy",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
balmerbambam,"Balmer Bambam",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
wentanoronr,"Ariana Roundpoint",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
lonestar_sbr,"SBR",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ryanaviationgroup,"Ryan Aviation Group",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
bradyhearnofficial,"Brady Hearn",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
smitten_like_kitten,"Cat of Curiosity",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
lifestyled_by_b,"Brittany Loeffler",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
k.lemasney,"Kaylee Kade LeMasney",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
jlynnfink,"Jennifer Fink",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
longshoreproducts,"Longshore Products",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
patricko171,"Patricko171",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
717.eats,"717 Eats",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
tom_hamilton_bassist,"Tom Hamilton",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
jjasnacvet,"Jasna Jakovljevic Cvetanovic",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
yanniracing,"yanniracing",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
cheryldunlap20,"Cheryl Dunlap",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
thedreampromoter,"Bryan Gallinger",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
jardkroot,"Jared Krut",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
primepostfeeds,"Social Media Posting Services",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
bearcatbrennan,"John Brennan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
lizw.chadwick,"Liz Chadwick",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
niapan,"Nia Pan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
gary.stier,"Gary Stier",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
paysmart_payroll,"PaySmart Payroll Services",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
modporium,"Jennifer Joey Bird",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
johnny_cougartown,"Johnny Cougar",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
projectcarjoe,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
__twopeasinapot__,"Two Peas In a Pot LLC",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
nil_merch,"NIL Merch",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
santuccis_northbroad,"Santucci's Original Square Pizza l  N. Broad Stree",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
spookygrl90,"Renee Marie",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
valuesintoaction,"Values Into Action",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
nickdisanto1manband,"Nick DiSanto",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
j.o.tropbbq,"J.O.'stangyBBQ",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
danleyschicago,"Danley's",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
camarojoe_3jsauto,"joe",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
nataliejoya,"Natalie Joy Groff",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
roncappsmotorsports,"Ron Capps Motorsports",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
itzclappamf,"Clappa👁️",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
eternalfrequencyofficial,"𝙀𝙏𝙀𝙍𝙉𝘼𝙇 𝙁𝙍𝙀𝙌𝙐𝙀𝙉𝘾𝙔 | Hard Rock",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
indy_the_dj,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
blkwavesstudios,"BLK Waves Studios",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
jmartintunes,"J Martin Tunes",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
goutart_altruism,"Gout & Altruism",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
iam_monieque,"Moneque Bynum",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
onlykevin_,"Kevin James",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
bossgirlmeg_,"Megan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
theoriginalkeepwell,"Keep Well",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
emilyfrisk22,"Emily Frisk",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
dontgetskiddish,"Skiddish",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
itsambermichelle,"Amber Michelle",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
brandie_renee22,"Brandie Renee",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
skavanaughmusicbox,"Ska Vanaugh",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
kel_soto_xx,"Kelis",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
emseeginn,"Ems Ginn",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
bomb_shellyy,"Michelle Eck",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
misfitpilates805,"Misfit Pilates",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
villepainters,"Ville Painters",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
keter.peller,"peter keller",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
stevehohenwarter,"Steve Hohenwarter",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
blossermarketing,"Blosser Marketing Group",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
courtney.kreider.24,"Courtney Kreider",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
smart_homegym_,"Smart Home Gym Experience",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
decendantofastar,"Moved On",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
rajaram__bishnoi_29,"Vishal Bishnoi",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
floorcelain,"Floorcelain Ceramic Tiles",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
akdoprints,"#1 DTF PRINTER | Akdo Prints",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
simaotileinstaller,"Simao Cabral",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
floorinx_tiles,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
odetta.t,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
haan_malik,"malik",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
hussian_889,"Hussain Shah",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
oieusougabriel_,"تارا صادقی",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
shibo.com4,"shibo.com",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
shan.gurjarr,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
kkessafturgut_,"Keşşaf Turğut",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
gkdnzdaramaannn846,"Gökdeniz Daraman",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
official_jiya_mandal,"love is life  ❤️🥰",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
i.m_aaryan_khan,"Aaryan Panwar",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
yaar__tera__alfaiz_,"jumma",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
itz_nobita_2k,"K. A. M. A. L Y T. 7",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
yadav_bro_455,"yadav bro",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
elzinho.goool,"Elzo",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
hsyn_bayraakk,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
sannnnnnni09,"sannnnnnni09",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
beyzaninifsalari8,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
prestige_mr1,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ceo_suhel_,"Suhel Khan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
arjun.thedancebug,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
academyoflivetechnology_uk,"Academy of Live Technology",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
luskandassociatessir,"Lusk & Associates Sotheby's",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
frankikauffman,"Franki Roo Roo Kauffman",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
michaeljoel,"Michael Kauffman",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
gennacapcharm,"",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
byteboutique10,".",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
iamseangm,"Sean Marjoram",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
garytree44,"Gary Treliving",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
voiceovercop,"Sean Shapiro",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ohheyjessjones,"Jess",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
melissa_hendy_ig25,"Melissa Henderson",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
arrowheadcoffeeco,"Arrowhead Coffee Company",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
momofkai,"Lisa Ferreira",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
duel_lobos,"José 🐺",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
youngdesigns22,"Brenna Young",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
duston.atx,"Duston Haley",yes,no,0,0,0,yes,yes,5,"no posts; only 0 followers; no bio",yes,real_audience,KEEP
rising_warrior_psychotherapy,"Jo-Anna Steele",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
odetta.theeastcoastrealtor,"Odetta",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
classicmhide_1,"Lisa karen",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
___pnar___boy____oficial__,"@STAR___BOY⁵⁶",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
nooossll,"nosii",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
priyanshu__94,"Priyanshu",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
mahmoud_f20,"محمود",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
sh.ahmad__,"Soorya hashemi",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ayadabz,"Aya Dab",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
riyad_hasan11,"Riyad Hasan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
zainabs_22,"Zainab Sharifi",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
the_smiley_boy1,"Akbar Khan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
rz_alizadeh22,"Rz alizadeh",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
mk_malik_786,"Mk malik",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
mona_art_shop,"Mona Art Shop",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ghantagold,"GHANTA GOLD",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
realtyvila,"Realty Vila",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
vikasagrawal24,"Vikas Agrawal",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
krishnan_krishnan_,"Krishnan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
mirabilahmad,"Mira Bilaa Ahmad",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
rahul_yadav777,"Rahul Yadav",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
hamid_haqqani_,"Hamid haqqani",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
thagore_,"Tahar Belahcen",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
mr.saurav_shanka_,"Mr. saurav shanka",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
_desi_couple_,"LOVE OR DUTY",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ashok_sharma_24,"Ashok Sharma",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
ips_jamshed,"Ips Jamshed",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
bhavin_patel_,"bhavin patel",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
faisamkhaan,"Faisam Khan",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
anjanap24,"Anjana P",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
_uulkubrky,"Ülkü Berkay",yes,no,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REVIEW
lisatayloryoga,"Lisa Taylor",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
thewizeai,"Artificial Intelligence l Business",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
kylewhitrow,"Kyle Whitrow | Claude Code | Vibe Marketing",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
cathie_lee_pearson,"Cathie Lee Pearson",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
grahammnash,"Graham Nash",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
rockinkickzz,"RockinKickz",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
nashbrothersinc,"Graham Nash",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
tremy12,"Trevor Remy",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
captainkurtzwashere,"Chris Kurtz",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
virtualtalkingmachine,"Virtual Talking Machine Co.",no,yes,0,0,0,yes,no,5,"no posts; only 0 followers; no bio",yes,spam,REMOVE
